Entity      ;Measurable                    ;Parameter       ;Type          ;Value                ;Age       ;State     ;Info
node02    ;ThreadsUsed                   ;cmd             ;Process       ;53.000000            ;1m 48s    ;          ;
node02    ;UDMA_CRC_Error_Count          ;sda             ;Disk/Smart    ;0.000000             ;55w 6d    ;          ;
node02    ;UdpInDatagrams                ;                ;Network       ;22667.000000         ;1m 48s    ;          ;
node02    ;UdpInErrors                   ;                ;Network       ;0.000000             ;1m 48s    ;          ;
node02    ;UdpNoPorts                    ;                ;Network       ;1.000000             ;1m 48s    ;          ;
node02    ;Uncorrectable_Error_Cnt       ;sda             ;Disk/Smart    ;0.000000             ;1m 48s    ;          ;
node02    ;Uptime                        ;                ;OS            ;1.000000             ;1m 48s    ;          ;
node02    ;UsedFiles                     ;/               ;Disk          ;301238.000000        ;1m 48s    ;          ;
node02    ;UsedFiles                     ;/boot/efi       ;Disk          ;0.000000             ;1m 48s    ;          ;
node02    ;UsedFiles                     ;/local          ;Disk          ;3.000000             ;1m 48s    ;          ;
node02    ;UsedFiles                     ;/var            ;Disk          ;2507.000000          ;1m 48s    ;          ;
node02    ;UsedSpace                     ;/               ;Disk          ;24879951872.000000   ;1m 48s    ;          ;
node02    ;UsedSpace                     ;/boot/efi       ;Disk          ;0.000000             ;1m 48s    ;          ;
node02    ;UsedSpace                     ;/local          ;Disk          ;11186020352.000000   ;1m 48s    ;          ;
node02    ;UsedSpace                     ;/tmp            ;Disk          ;48893952.000000      ;150w 2d   ;          ;
node02    ;UsedSpace                     ;/var            ;Disk          ;2241720320.000000    ;1m 48s    ;          ;
node02    ;UserTime                      ;cmd             ;Process       ;491.350000           ;1m 48s    ;          ;
node02    ;VR_P0_IOUT                    ;                ;environmental ;6.000000             ;150w 6d   ;          ;
node02    ;VR_P0_TEMP                    ;                ;environmental ;46.000000            ;48.5s     ;          ;
node02    ;VR_P0_VIN                     ;                ;environmental ;12.120000            ;150w 6d   ;          ;
node02    ;VR_P0_VOUT                    ;                ;environmental ;1.220000             ;48.5s     ;          ;
node02    ;VR_P1_IOUT                    ;                ;environmental ;6.000000             ;150w 6d   ;          ;
node02    ;VR_P1_TEMP                    ;                ;environmental ;46.000000            ;48.5s     ;          ;
node02    ;VR_P1_VIN                     ;                ;environmental ;12.120000            ;150w 6d   ;          ;
node02    ;VR_P1_VOUT                    ;                ;environmental ;1.250000             ;48.5s     ;          ;
node02    ;VirtualMemoryUsed             ;cmd             ;Process       ;4366852096.000000    ;1m 48s    ;          ;
node02    ;WlmSlotsFree                  ;                ;Workload      ;0.000000             ;1m 48s    ;          ;
node02    ;WlmSlotsTotal                 ;                ;Workload      ;48.000000            ;1m 48s    ;          ;
node02    ;WlmSlotsUsed                  ;                ;Workload      ;48.000000            ;1m 48s    ;          ;
node02    ;WlmSlotsUtilization           ;                ;Workload      ;1.000000             ;1m 48s    ;          ;
node02    ;defaultgateway                ;                ;Network       ;0.000000             ;1m 48s    ;          ;
node02    ;diskspace                     ;                ;Disk          ;0.000000             ;1m 48s    ;          ;
node02    ;dmesg                         ;                ;OS            ;0.000000             ;1m 48s    ;          ;
node02    ;exports                       ;                ;Disk          ;0.000000             ;1m 48s    ;          ;
node02    ;gpu_dec_utilization           ;average         ;GPU           ;0.000000             ;1m 48s    ;          ;
node02    ;gpu_dec_utilization           ;gpu0            ;GPU           ;0.000000             ;1m 54s    ;          ;
node02    ;gpu_dec_utilization           ;gpu1            ;GPU           ;0.000000             ;1m 52s    ;          ;
node02    ;gpu_dec_utilization           ;gpu2            ;GPU           ;0.000000             ;1m 53s    ;          ;
node02    ;gpu_dec_utilization           ;gpu3            ;GPU           ;0.000000             ;1m 52s    ;          ;
node02    ;gpu_ecc_dbe_agg               ;gpu0            ;GPU           ;0.000000             ;1m 51s    ;          ;
node02    ;gpu_ecc_dbe_agg               ;gpu1            ;GPU           ;0.000000             ;1m 51s    ;          ;
node02    ;gpu_ecc_dbe_agg               ;gpu2            ;GPU           ;0.000000             ;1m 51s    ;          ;
node02    ;gpu_ecc_dbe_agg               ;gpu3            ;GPU           ;0.000000             ;1m 51s    ;          ;
node02    ;gpu_ecc_dbe_vol               ;gpu0            ;GPU           ;0.000000             ;1m 51s    ;          ;
node02    ;gpu_ecc_dbe_vol               ;gpu1            ;GPU           ;0.000000             ;1m 51s    ;          ;
node02    ;gpu_ecc_dbe_vol               ;gpu2            ;GPU           ;0.000000             ;1m 51s    ;          ;
node02    ;gpu_ecc_dbe_vol               ;gpu3            ;GPU           ;0.000000             ;1m 51s    ;          ;
node02    ;gpu_ecc_sbe_agg               ;gpu0            ;GPU           ;0.000000             ;1m 51s    ;          ;
node02    ;gpu_ecc_sbe_agg               ;gpu1            ;GPU           ;0.000000             ;1m 51s    ;          ;
node02    ;gpu_ecc_sbe_agg               ;gpu2            ;GPU           ;0.000000             ;1m 51s    ;          ;
node02    ;gpu_ecc_sbe_agg               ;gpu3            ;GPU           ;0.000000             ;1m 51s    ;          ;
node02    ;gpu_ecc_sbe_vol               ;gpu0            ;GPU           ;0.000000             ;1m 51s    ;          ;
node02    ;gpu_ecc_sbe_vol               ;gpu1            ;GPU           ;0.000000             ;1m 51s    ;          ;
node02    ;gpu_ecc_sbe_vol               ;gpu2            ;GPU           ;0.000000             ;1m 51s    ;          ;
node02    ;gpu_ecc_sbe_vol               ;gpu3            ;GPU           ;0.000000             ;1m 51s    ;          ;
node02    ;gpu_enc_utilization           ;average         ;GPU           ;0.000000             ;1m 48s    ;          ;
node02    ;gpu_enc_utilization           ;gpu0            ;GPU           ;0.000000             ;1m 54s    ;          ;
node02    ;gpu_enc_utilization           ;gpu1            ;GPU           ;0.000000             ;1m 52s    ;          ;
node02    ;gpu_enc_utilization           ;gpu2            ;GPU           ;0.000000             ;1m 52s    ;          ;
node02    ;gpu_enc_utilization           ;gpu3            ;GPU           ;0.000000             ;1m 52s    ;          ;
node02    ;gpu_enforced_power_limit      ;gpu0            ;GPU           ;400.000000           ;1m 53s    ;          ;
node02    ;gpu_enforced_power_limit      ;gpu1            ;GPU           ;400.000000           ;1m 52s    ;          ;
node02    ;gpu_enforced_power_limit      ;gpu2            ;GPU           ;400.000000           ;1m 53s    ;          ;
node02    ;gpu_enforced_power_limit      ;gpu3            ;GPU           ;400.000000           ;1m 52s    ;          ;
node02    ;gpu_health_driver             ;gpu0            ;GPU           ;0.000000             ;1m 48s    ;          ;
node02    ;gpu_health_driver             ;gpu1            ;GPU           ;0.000000             ;1m 48s    ;          ;
node02    ;gpu_health_driver             ;gpu2            ;GPU           ;0.000000             ;1m 48s    ;          ;
node02    ;gpu_health_driver             ;gpu3            ;GPU           ;0.000000             ;1m 48s    ;          ;
node02    ;gpu_health_hostengine         ;                ;GPU           ;0.000000             ;1m 48s    ;          ;
node02    ;gpu_health_inforom            ;gpu0            ;GPU           ;0.000000             ;1m 48s    ;          ;
node02    ;gpu_health_inforom            ;gpu1            ;GPU           ;0.000000             ;1m 48s    ;          ;
node02    ;gpu_health_inforom            ;gpu2            ;GPU           ;0.000000             ;1m 48s    ;          ;
node02    ;gpu_health_inforom            ;gpu3            ;GPU           ;0.000000             ;1m 48s    ;          ;
node02    ;gpu_health_mcu                ;gpu0            ;GPU           ;0.000000             ;1m 48s    ;          ;
node02    ;gpu_health_mcu                ;gpu1            ;GPU           ;0.000000             ;1m 48s    ;          ;
node02    ;gpu_health_mcu                ;gpu2            ;GPU           ;0.000000             ;1m 48s    ;          ;
node02    ;gpu_health_mcu                ;gpu3            ;GPU           ;0.000000             ;1m 48s    ;          ;
node02    ;gpu_health_mem                ;gpu0            ;GPU           ;0.000000             ;1m 48s    ;          ;
node02    ;gpu_health_mem                ;gpu1            ;GPU           ;0.000000             ;1m 48s    ;          ;
node02    ;gpu_health_mem                ;gpu2            ;GPU           ;0.000000             ;1m 48s    ;          ;
node02    ;gpu_health_mem                ;gpu3            ;GPU           ;0.000000             ;1m 48s    ;          ;
node02    ;gpu_health_nvlink             ;gpu0            ;GPU           ;0.000000             ;1m 48s    ;          ;
node02    ;gpu_health_nvlink             ;gpu1            ;GPU           ;0.000000             ;1m 48s    ;          ;
node02    ;gpu_health_nvlink             ;gpu2            ;GPU           ;0.000000             ;1m 48s    ;          ;
node02    ;gpu_health_nvlink             ;gpu3            ;GPU           ;0.000000             ;1m 48s    ;          ;
node02    ;gpu_health_nvswitch_fatal     ;gpu0            ;GPU           ;0.000000             ;1m 48s    ;          ;
node02    ;gpu_health_nvswitch_fatal     ;gpu1            ;GPU           ;0.000000             ;1m 48s    ;          ;
node02    ;gpu_health_nvswitch_fatal     ;gpu2            ;GPU           ;0.000000             ;1m 48s    ;          ;
node02    ;gpu_health_nvswitch_fatal     ;gpu3            ;GPU           ;0.000000             ;1m 48s    ;          ;
node02    ;gpu_health_nvswitch_non_fatal ;gpu0            ;GPU           ;0.000000             ;1m 48s    ;          ;
node02    ;gpu_health_nvswitch_non_fatal ;gpu1            ;GPU           ;0.000000             ;1m 48s    ;          ;
node02    ;gpu_health_nvswitch_non_fatal ;gpu2            ;GPU           ;0.000000             ;1m 48s    ;          ;
node02    ;gpu_health_nvswitch_non_fatal ;gpu3            ;GPU           ;0.000000             ;1m 48s    ;          ;
node02    ;gpu_health_overall            ;                ;GPU           ;0.000000             ;1m 48s    ;          ;
node02    ;gpu_health_overall            ;gpu0            ;GPU           ;0.000000             ;1m 48s    ;          ;
node02    ;gpu_health_overall            ;gpu1            ;GPU           ;0.000000             ;1m 48s    ;          ;
node02    ;gpu_health_overall            ;gpu2            ;GPU           ;0.000000             ;1m 48s    ;          ;
node02    ;gpu_health_overall            ;gpu3            ;GPU           ;0.000000             ;1m 48s    ;          ;
node02    ;gpu_health_pcie               ;gpu0            ;GPU           ;0.000000             ;1m 48s    ;          ;
node02    ;gpu_health_pcie               ;gpu1            ;GPU           ;0.000000             ;1m 48s    ;          ;
node02    ;gpu_health_pcie               ;gpu2            ;GPU           ;0.000000             ;1m 48s    ;          ;
node02    ;gpu_health_pcie               ;gpu3            ;GPU           ;0.000000             ;1m 48s    ;          ;
node02    ;gpu_health_pmu                ;gpu0            ;GPU           ;0.000000             ;1m 48s    ;          ;
node02    ;gpu_health_pmu                ;gpu1            ;GPU           ;0.000000             ;1m 48s    ;          ;
node02    ;gpu_health_pmu                ;gpu2            ;GPU           ;0.000000             ;1m 48s    ;          ;
node02    ;gpu_health_pmu                ;gpu3            ;GPU           ;0.000000             ;1m 48s    ;          ;
node02    ;gpu_health_power              ;gpu0            ;GPU           ;0.000000             ;1m 48s    ;          ;
node02    ;gpu_health_power              ;gpu1            ;GPU           ;0.000000             ;1m 48s    ;          ;
node02    ;gpu_health_power              ;gpu2            ;GPU           ;0.000000             ;1m 48s    ;          ;
node02    ;gpu_health_power              ;gpu3            ;GPU           ;0.000000             ;1m 48s    ;          ;
node02    ;gpu_health_sm                 ;gpu0            ;GPU           ;0.000000             ;1m 48s    ;          ;
node02    ;gpu_health_sm                 ;gpu1            ;GPU           ;0.000000             ;1m 48s    ;          ;
node02    ;gpu_health_sm                 ;gpu2            ;GPU           ;0.000000             ;1m 48s    ;          ;
node02    ;gpu_health_sm                 ;gpu3            ;GPU           ;0.000000             ;1m 48s    ;          ;
node02    ;gpu_health_thermal            ;gpu0            ;GPU           ;0.000000             ;1m 48s    ;          ;
node02    ;gpu_health_thermal            ;gpu1            ;GPU           ;0.000000             ;1m 48s    ;          ;
node02    ;gpu_health_thermal            ;gpu2            ;GPU           ;0.000000             ;1m 48s    ;          ;
node02    ;gpu_health_thermal            ;gpu3            ;GPU           ;0.000000             ;1m 48s    ;          ;
node02    ;gpu_mem_clock                 ;gpu0            ;GPU           ;1215000000.000000    ;1m 55s    ;          ;
node02    ;gpu_mem_clock                 ;gpu1            ;GPU           ;1215000000.000000    ;1m 53s    ;          ;
node02    ;gpu_mem_clock                 ;gpu2            ;GPU           ;1215000000.000000    ;1m 52s    ;          ;
node02    ;gpu_mem_clock                 ;gpu3            ;GPU           ;1215000000.000000    ;1m 54s    ;          ;
node02    ;gpu_mem_copy_utilization      ;average         ;GPU           ;0.000000             ;1m 48s    ;          ;
node02    ;gpu_mem_copy_utilization      ;gpu0            ;GPU           ;0.000000             ;1m 52s    ;          ;
node02    ;gpu_mem_copy_utilization      ;gpu1            ;GPU           ;0.000000             ;1m 53s    ;          ;
node02    ;gpu_mem_copy_utilization      ;gpu2            ;GPU           ;0.000000             ;1m 53s    ;          ;
node02    ;gpu_mem_copy_utilization      ;gpu3            ;GPU           ;0.000000             ;1m 52s    ;          ;
node02    ;gpu_mem_free                  ;gpu0            ;GPU           ;42477813760.000000   ;1m 52s    ;          ;
node02    ;gpu_mem_free                  ;gpu1            ;GPU           ;42477813760.000000   ;1m 52s    ;          ;
node02    ;gpu_mem_free                  ;gpu2            ;GPU           ;42477813760.000000   ;1m 52s    ;          ;
node02    ;gpu_mem_free                  ;gpu3            ;GPU           ;42477813760.000000   ;1m 52s    ;          ;
node02    ;gpu_mem_total                 ;gpu0            ;GPU           ;42949672960.000000   ;1m 52s    ;          ;
node02    ;gpu_mem_total                 ;gpu1            ;GPU           ;42949672960.000000   ;1m 53s    ;          ;
node02    ;gpu_mem_total                 ;gpu2            ;GPU           ;42949672960.000000   ;1m 52s    ;          ;
node02    ;gpu_mem_total                 ;gpu3            ;GPU           ;42949672960.000000   ;1m 53s    ;          ;
node02    ;gpu_mem_total                 ;total           ;GPU           ;171798691840.000000  ;1m 48s    ;          ;
node02    ;gpu_mem_used                  ;gpu0            ;GPU           ;3145728.000000       ;1m 52s    ;          ;
node02    ;gpu_mem_used                  ;gpu1            ;GPU           ;3145728.000000       ;1m 52s    ;          ;
node02    ;gpu_mem_used                  ;gpu2            ;GPU           ;3145728.000000       ;1m 52s    ;          ;
node02    ;gpu_mem_used                  ;gpu3            ;GPU           ;3145728.000000       ;1m 52s    ;          ;
node02    ;gpu_mem_used                  ;total           ;GPU           ;12582912.000000      ;1m 48s    ;          ;
node02    ;gpu_mem_utilization           ;average         ;GPU           ;0.000086             ;1m 48s    ;          ;
node02    ;gpu_mem_utilization           ;gpu0            ;GPU           ;0.000086             ;1m 52s    ;          ;
node02    ;gpu_mem_utilization           ;gpu1            ;GPU           ;0.000086             ;1m 54s    ;          ;
node02    ;gpu_mem_utilization           ;gpu2            ;GPU           ;0.000086             ;1m 52s    ;          ;
node02    ;gpu_mem_utilization           ;gpu3            ;GPU           ;0.000086             ;1m 52s    ;          ;
node02    ;gpu_memory_temp               ;average         ;GPU           ;23.500000            ;1m 48s    ;          ;
node02    ;gpu_memory_temp               ;gpu0            ;GPU           ;27.000000            ;1m 54s    ;          ;
node02    ;gpu_memory_temp               ;gpu1            ;GPU           ;22.000000            ;1m 51s    ;          ;
node02    ;gpu_memory_temp               ;gpu2            ;GPU           ;21.000000            ;1m 51s    ;          ;
node02    ;gpu_memory_temp               ;gpu3            ;GPU           ;24.000000            ;1m 51s    ;          ;
node02    ;gpu_nvlink_total_bandwidth    ;gpu0            ;GPU           ;0.000000             ;1m 54s    ;          ;
node02    ;gpu_nvlink_total_bandwidth    ;gpu1            ;GPU           ;0.000000             ;1m 52s    ;          ;
node02    ;gpu_nvlink_total_bandwidth    ;gpu2            ;GPU           ;0.000000             ;1m 53s    ;          ;
node02    ;gpu_nvlink_total_bandwidth    ;gpu3            ;GPU           ;0.000000             ;1m 54s    ;          ;
node02    ;gpu_nvlink_total_bandwidth    ;total           ;GPU           ;0.000000             ;1m 48s    ;          ;
node02    ;gpu_power_management_limit    ;gpu0            ;GPU           ;400.000000           ;1m 52s    ;          ;
node02    ;gpu_power_management_limit    ;gpu1            ;GPU           ;400.000000           ;1m 54s    ;          ;
node02    ;gpu_power_management_limit    ;gpu2            ;GPU           ;400.000000           ;1m 54s    ;          ;
node02    ;gpu_power_management_limit    ;gpu3            ;GPU           ;400.000000           ;1m 52s    ;          ;
node02    ;gpu_power_usage               ;gpu0            ;GPU           ;52.554000            ;1m 53s    ;          ;
node02    ;gpu_power_usage               ;gpu1            ;GPU           ;50.602000            ;1m 55s    ;          ;
node02    ;gpu_power_usage               ;gpu2            ;GPU           ;52.987000            ;1m 54s    ;          ;
node02    ;gpu_power_usage               ;gpu3            ;GPU           ;49.727000            ;1m 54s    ;          ;
node02    ;gpu_power_usage               ;total           ;GPU           ;205.870000           ;1m 48s    ;          ;
node02    ;gpu_shutdown_temp             ;gpu0            ;GPU           ;92.000000            ;1m 54s    ;          ;
node02    ;gpu_shutdown_temp             ;gpu1            ;GPU           ;92.000000            ;1m 52s    ;          ;
node02    ;gpu_shutdown_temp             ;gpu2            ;GPU           ;92.000000            ;1m 54s    ;          ;
node02    ;gpu_shutdown_temp             ;gpu3            ;GPU           ;92.000000            ;1m 54s    ;          ;
node02    ;gpu_slowdown_temp             ;gpu0            ;GPU           ;89.000000            ;1m 53s    ;          ;
node02    ;gpu_slowdown_temp             ;gpu1            ;GPU           ;89.000000            ;1m 52s    ;          ;
node02    ;gpu_slowdown_temp             ;gpu2            ;GPU           ;89.000000            ;1m 52s    ;          ;
node02    ;gpu_slowdown_temp             ;gpu3            ;GPU           ;89.000000            ;1m 52s    ;          ;
node02    ;gpu_sm_clock                  ;gpu0            ;GPU           ;210000000.000000     ;1m 53s    ;          ;
node02    ;gpu_sm_clock                  ;gpu1            ;GPU           ;210000000.000000     ;1m 52s    ;          ;
node02    ;gpu_sm_clock                  ;gpu2            ;GPU           ;210000000.000000     ;1m 54s    ;          ;
node02    ;gpu_sm_clock                  ;gpu3            ;GPU           ;210000000.000000     ;1m 53s    ;          ;
node02    ;gpu_temperature               ;average         ;GPU           ;24.000000            ;1m 48s    ;          ;
node02    ;gpu_temperature               ;gpu0            ;GPU           ;27.000000            ;1m 53s    ;          ;
node02    ;gpu_temperature               ;gpu1            ;GPU           ;22.000000            ;1m 52s    ;          ;
node02    ;gpu_temperature               ;gpu2            ;GPU           ;23.000000            ;1m 54s    ;          ;
node02    ;gpu_temperature               ;gpu3            ;GPU           ;24.000000            ;1m 53s    ;          ;
node02    ;gpu_utilization               ;average         ;GPU           ;0.000000             ;1m 48s    ;          ;
node02    ;gpu_utilization               ;gpu0            ;GPU           ;0.000000             ;1m 53s    ;          ;
node02    ;gpu_utilization               ;gpu1            ;GPU           ;0.000000             ;1m 54s    ;          ;
node02    ;gpu_utilization               ;gpu2            ;GPU           ;0.000000             ;1m 53s    ;          ;
node02    ;gpu_utilization               ;gpu3            ;GPU           ;0.000000             ;1m 52s    ;          ;
node02    ;gpu_xid_error                 ;gpu0            ;GPU           ;nan                  ;1m 48s    ;          ;
node02    ;gpu_xid_error                 ;gpu1            ;GPU           ;nan                  ;1m 48s    ;          ;
node02    ;gpu_xid_error                 ;gpu2            ;GPU           ;nan                  ;1m 48s    ;          ;
node02    ;gpu_xid_error                 ;gpu3            ;GPU           ;nan                  ;1m 48s    ;          ;
node02    ;ib                            ;                ;OS            ;0.000000             ;1m 48s    ;          ;
node02    ;interfaces                    ;                ;Network       ;0.000000             ;1m 48s    ;          ;
node02    ;ipmihealth                    ;                ;environmental ;0.000000             ;48.5s     ;          ;
node02    ;ldap                          ;                ;OS            ;0.000000             ;1m 48s    ;          ;
node02    ;lustre                        ;                ;Disk          ;0.000000             ;1m 48s    ;          ;
node02    ;mounts                        ;                ;Disk          ;0.000000             ;1m 48s    ;          ;
node02    ;ntp                           ;                ;Internal      ;0.000000             ;1m 48s    ;          ;
node02    ;oomkiller                     ;                ;OS            ;0.000000             ;1m 48s    ;          ;
node02    ;opalinkhealth                 ;                ;Network       ;0.000000             ;1m 48s    ;          ;
node02    ;rogueprocess                  ;                ;Workload      ;0.000000             ;1m 48s    ;          ;
node02    ;schedulers                    ;                ;Workload      ;0.000000             ;1m 48s    ;          ;
node02    ;ssh2node                      ;                ;Network       ;0.000000             ;1m 48s    ;          ;
