Entity      ;Measurable                    ;Parameter       ;Type          ;Value                ;Age       ;State     ;Info
node01    ;gpu_health_pcie               ;gpu0            ;GPU           ;0.000000             ;1m 48s    ;          ;
node01    ;gpu_health_pcie               ;gpu1            ;GPU           ;0.000000             ;1m 48s    ;          ;
node01    ;gpu_health_pcie               ;gpu2            ;GPU           ;0.000000             ;1m 48s    ;          ;
node01    ;gpu_health_pcie               ;gpu3            ;GPU           ;0.000000             ;1m 48s    ;          ;
node01    ;gpu_health_pmu                ;gpu0            ;GPU           ;0.000000             ;1m 48s    ;          ;
node01    ;gpu_health_pmu                ;gpu1            ;GPU           ;0.000000             ;1m 48s    ;          ;
node01    ;gpu_health_pmu                ;gpu2            ;GPU           ;0.000000             ;1m 48s    ;          ;
node01    ;gpu_health_pmu                ;gpu3            ;GPU           ;0.000000             ;1m 48s    ;          ;
node01    ;gpu_health_power              ;gpu0            ;GPU           ;0.000000             ;1m 48s    ;          ;
node01    ;gpu_health_power              ;gpu1            ;GPU           ;0.000000             ;1m 48s    ;          ;
node01    ;gpu_health_power              ;gpu2            ;GPU           ;0.000000             ;1m 48s    ;          ;
node01    ;gpu_health_power              ;gpu3            ;GPU           ;0.000000             ;1m 48s    ;          ;
node01    ;gpu_health_sm                 ;gpu0            ;GPU           ;0.000000             ;1m 48s    ;          ;
node01    ;gpu_health_sm                 ;gpu1            ;GPU           ;0.000000             ;1m 48s    ;          ;
node01    ;gpu_health_sm                 ;gpu2            ;GPU           ;0.000000             ;1m 48s    ;          ;
node01    ;gpu_health_sm                 ;gpu3            ;GPU           ;0.000000             ;1m 48s    ;          ;
node01    ;gpu_health_thermal            ;gpu0            ;GPU           ;0.000000             ;1m 48s    ;          ;
node01    ;gpu_health_thermal            ;gpu1            ;GPU           ;0.000000             ;1m 48s    ;          ;
node01    ;gpu_health_thermal            ;gpu2            ;GPU           ;0.000000             ;1m 48s    ;          ;
node01    ;gpu_health_thermal            ;gpu3            ;GPU           ;0.000000             ;1m 48s    ;          ;
node01    ;gpu_mem_clock                 ;gpu0            ;GPU           ;1215000000.000000    ;1m 58s    ;          ;
node01    ;gpu_mem_clock                 ;gpu1            ;GPU           ;1215000000.000000    ;1m 56s    ;          ;
node01    ;gpu_mem_clock                 ;gpu2            ;GPU           ;1215000000.000000    ;1m 55s    ;          ;
node01    ;gpu_mem_clock                 ;gpu3            ;GPU           ;1215000000.000000    ;1m 57s    ;          ;
node01    ;gpu_mem_copy_utilization      ;average         ;GPU           ;0.000000             ;1m 48s    ;          ;
node01    ;gpu_mem_copy_utilization      ;gpu0            ;GPU           ;0.000000             ;1m 56s    ;          ;
node01    ;gpu_mem_copy_utilization      ;gpu1            ;GPU           ;0.000000             ;1m 56s    ;          ;
node01    ;gpu_mem_copy_utilization      ;gpu2            ;GPU           ;0.000000             ;1m 56s    ;          ;
node01    ;gpu_mem_copy_utilization      ;gpu3            ;GPU           ;0.000000             ;1m 55s    ;          ;
node01    ;gpu_mem_free                  ;gpu0            ;GPU           ;42480959488.000000   ;1m 56s    ;          ;
node01    ;gpu_mem_free                  ;gpu1            ;GPU           ;42480959488.000000   ;1m 55s    ;          ;
node01    ;gpu_mem_free                  ;gpu2            ;GPU           ;42480959488.000000   ;1m 55s    ;          ;
node01    ;gpu_mem_free                  ;gpu3            ;GPU           ;42480959488.000000   ;1m 56s    ;          ;
node01    ;gpu_mem_total                 ;gpu0            ;GPU           ;42949672960.000000   ;1m 56s    ;          ;
node01    ;gpu_mem_total                 ;gpu1            ;GPU           ;42949672960.000000   ;1m 56s    ;          ;
node01    ;gpu_mem_total                 ;gpu2            ;GPU           ;42949672960.000000   ;1m 55s    ;          ;
node01    ;gpu_mem_total                 ;gpu3            ;GPU           ;42949672960.000000   ;1m 55s    ;          ;
node01    ;gpu_mem_total                 ;total           ;GPU           ;171798691840.000000  ;1m 48s    ;          ;
node01    ;gpu_mem_used                  ;gpu0            ;GPU           ;0.000000             ;1m 56s    ;          ;
node01    ;gpu_mem_used                  ;gpu1            ;GPU           ;0.000000             ;1m 55s    ;          ;
node01    ;gpu_mem_used                  ;gpu2            ;GPU           ;0.000000             ;1m 55s    ;          ;
node01    ;gpu_mem_used                  ;gpu3            ;GPU           ;0.000000             ;1m 55s    ;          ;
node01    ;gpu_mem_used                  ;total           ;GPU           ;0.000000             ;1m 48s    ;          ;
node01    ;gpu_mem_utilization           ;average         ;GPU           ;0.000003             ;1m 48s    ;          ;
node01    ;gpu_mem_utilization           ;gpu0            ;GPU           ;0.000003             ;1m 56s    ;          ;
node01    ;gpu_mem_utilization           ;gpu1            ;GPU           ;0.000003             ;1m 57s    ;          ;
node01    ;gpu_mem_utilization           ;gpu2            ;GPU           ;0.000003             ;1m 55s    ;          ;
node01    ;gpu_mem_utilization           ;gpu3            ;GPU           ;0.000003             ;1m 56s    ;          ;
node01    ;gpu_memory_temp               ;average         ;GPU           ;23.000000            ;1m 48s    ;          ;
node01    ;gpu_memory_temp               ;gpu0            ;GPU           ;24.000000            ;1m 50s    ;          ;
node01    ;gpu_memory_temp               ;gpu1            ;GPU           ;23.000000            ;1m 55s    ;          ;
node01    ;gpu_memory_temp               ;gpu2            ;GPU           ;21.000000            ;1m 49s    ;          ;
node01    ;gpu_memory_temp               ;gpu3            ;GPU           ;24.000000            ;1m 49s    ;          ;
node01    ;gpu_nvlink_total_bandwidth    ;gpu0            ;GPU           ;0.000000             ;1m 57s    ;          ;
node01    ;gpu_nvlink_total_bandwidth    ;gpu1            ;GPU           ;0.000000             ;1m 55s    ;          ;
node01    ;gpu_nvlink_total_bandwidth    ;gpu2            ;GPU           ;0.000000             ;1m 56s    ;          ;
node01    ;gpu_nvlink_total_bandwidth    ;gpu3            ;GPU           ;0.000000             ;1m 56s    ;          ;
node01    ;gpu_nvlink_total_bandwidth    ;total           ;GPU           ;0.000000             ;1m 48s    ;          ;
node01    ;gpu_power_management_limit    ;gpu0            ;GPU           ;400.000000           ;1m 56s    ;          ;
node01    ;gpu_power_management_limit    ;gpu1            ;GPU           ;400.000000           ;1m 57s    ;          ;
node01    ;gpu_power_management_limit    ;gpu2            ;GPU           ;400.000000           ;1m 56s    ;          ;
node01    ;gpu_power_management_limit    ;gpu3            ;GPU           ;400.000000           ;1m 55s    ;          ;
node01    ;gpu_power_usage               ;gpu0            ;GPU           ;53.801000            ;1m 56s    ;          ;
node01    ;gpu_power_usage               ;gpu1            ;GPU           ;55.376000            ;1m 48s    ;          ;
node01    ;gpu_power_usage               ;gpu2            ;GPU           ;49.573000            ;1m 56s    ;          ;
node01    ;gpu_power_usage               ;gpu3            ;GPU           ;49.573000            ;1m 57s    ;          ;
node01    ;gpu_power_usage               ;total           ;GPU           ;208.323000           ;1m 48s    ;          ;
node01    ;gpu_shutdown_temp             ;gpu0            ;GPU           ;92.000000            ;1m 57s    ;          ;
node01    ;gpu_shutdown_temp             ;gpu1            ;GPU           ;92.000000            ;1m 56s    ;          ;
node01    ;gpu_shutdown_temp             ;gpu2            ;GPU           ;92.000000            ;1m 56s    ;          ;
node01    ;gpu_shutdown_temp             ;gpu3            ;GPU           ;92.000000            ;1m 57s    ;          ;
node01    ;gpu_slowdown_temp             ;gpu0            ;GPU           ;89.000000            ;1m 55s    ;          ;
node01    ;gpu_slowdown_temp             ;gpu1            ;GPU           ;89.000000            ;1m 55s    ;          ;
node01    ;gpu_slowdown_temp             ;gpu2            ;GPU           ;89.000000            ;1m 55s    ;          ;
node01    ;gpu_slowdown_temp             ;gpu3            ;GPU           ;89.000000            ;1m 55s    ;          ;
node01    ;gpu_sm_clock                  ;gpu0            ;GPU           ;210000000.000000     ;1m 56s    ;          ;
node01    ;gpu_sm_clock                  ;gpu1            ;GPU           ;210000000.000000     ;1m 56s    ;          ;
node01    ;gpu_sm_clock                  ;gpu2            ;GPU           ;210000000.000000     ;1m 57s    ;          ;
node01    ;gpu_sm_clock                  ;gpu3            ;GPU           ;210000000.000000     ;1m 56s    ;          ;
node01    ;gpu_temperature               ;average         ;GPU           ;23.250000            ;1m 48s    ;          ;
node01    ;gpu_temperature               ;gpu0            ;GPU           ;24.000000            ;1m 56s    ;          ;
node01    ;gpu_temperature               ;gpu1            ;GPU           ;23.000000            ;1m 56s    ;          ;
node01    ;gpu_temperature               ;gpu2            ;GPU           ;22.000000            ;1m 57s    ;          ;
node01    ;gpu_temperature               ;gpu3            ;GPU           ;24.000000            ;1m 56s    ;          ;
node01    ;gpu_utilization               ;average         ;GPU           ;0.000000             ;1m 48s    ;          ;
node01    ;gpu_utilization               ;gpu0            ;GPU           ;0.000000             ;1m 55s    ;          ;
node01    ;gpu_utilization               ;gpu1            ;GPU           ;0.000000             ;1m 57s    ;          ;
node01    ;gpu_utilization               ;gpu2            ;GPU           ;0.000000             ;1m 55s    ;          ;
node01    ;gpu_utilization               ;gpu3            ;GPU           ;0.000000             ;1m 55s    ;          ;
node01    ;gpu_xid_error                 ;gpu0            ;GPU           ;nan                  ;1m 48s    ;          ;
node01    ;gpu_xid_error                 ;gpu1            ;GPU           ;nan                  ;1m 48s    ;          ;
node01    ;gpu_xid_error                 ;gpu2            ;GPU           ;nan                  ;1m 48s    ;          ;
node01    ;gpu_xid_error                 ;gpu3            ;GPU           ;nan                  ;1m 48s    ;          ;
node01    ;ib                            ;                ;OS            ;0.000000             ;1m 48s    ;          ;
node01    ;interfaces                    ;                ;Network       ;0.000000             ;1m 48s    ;          ;
node01    ;ipmihealth                    ;                ;environmental ;0.000000             ;48.5s     ;          ;
node01    ;ldap                          ;                ;OS            ;0.000000             ;1m 48s    ;          ;
node01    ;lustre                        ;                ;Disk          ;0.000000             ;1m 48s    ;          ;
node01    ;mounts                        ;                ;Disk          ;0.000000             ;1m 48s    ;          ;
node01    ;ntp                           ;                ;Internal      ;0.000000             ;1m 48s    ;          ;
node01    ;oomkiller                     ;                ;OS            ;0.000000             ;1m 48s    ;          ;
node01    ;opalinkhealth                 ;                ;Network       ;0.000000             ;1m 48s    ;          ;
node01    ;rogueprocess                  ;                ;Workload      ;0.000000             ;1m 48s    ;          ;
node01    ;schedulers                    ;                ;Workload      ;0.000000             ;1m 48s    ;          ;
node01    ;ssh2node                      ;                ;Network       ;0.000000             ;1m 48s    ;          ;
node02    ;AlertLevel                    ;count           ;Internal      ;0.000000             ;48.5s     ;          ;
node02    ;AlertLevel                    ;maximum         ;Internal      ;0.000000             ;48.5s     ;          ;
node02    ;AlertLevel                    ;sum             ;Internal      ;0.000000             ;48.5s     ;          ;
node02    ;BlockedProcesses              ;                ;OS            ;0.000000             ;1m 48s    ;          ;
node02    ;BufferMemory                  ;                ;Memory        ;3204000.000000       ;1m 48s    ;          ;
node02    ;BytesRecv                     ;docker0         ;Network       ;0.000000             ;150w 2d   ;          ;
node02    ;BytesRecv                     ;eno1            ;Network       ;0.000000             ;1m 48s    ;          ;
node02    ;BytesRecv                     ;eno2            ;Network       ;0.000000             ;1m 48s    ;          ;
node02    ;BytesRecv                     ;enp65s0f0       ;Network       ;2861.291667          ;1m 48s    ;          ;
node02    ;BytesRecv                     ;enp65s0f1       ;Network       ;0.000000             ;1m 48s    ;          ;
node02    ;BytesRecv                     ;ib0             ;Network       ;26.666667            ;1m 48s    ;          ;
node02    ;BytesSent                     ;docker0         ;Network       ;0.000000             ;150w 2d   ;          ;
node02    ;BytesSent                     ;eno1            ;Network       ;0.000000             ;1m 48s    ;          ;
node02    ;BytesSent                     ;eno2            ;Network       ;0.000000             ;1m 48s    ;          ;
node02    ;BytesSent                     ;enp65s0f0       ;Network       ;398.133333           ;1m 48s    ;          ;
node02    ;BytesSent                     ;enp65s0f1       ;Network       ;0.000000             ;1m 48s    ;          ;
node02    ;BytesSent                     ;ib0             ;Network       ;0.000000             ;1m 48s    ;          ;
node02    ;CPU0_DTS                      ;                ;environmental ;56.000000            ;48.5s     ;          ;
node02    ;CPU0_TEMP                     ;                ;environmental ;44.000000            ;48.5s     ;          ;
node02    ;CPU1_DTS                      ;                ;environmental ;42.000000            ;48.5s     ;          ;
node02    ;CPU1_TEMP                     ;                ;environmental ;58.000000            ;48.5s     ;          ;
node02    ;CPUGuest                      ;                ;CPU           ;0.000000             ;1m 48s    ;          ;
node02    ;CPUIdle                       ;                ;CPU           ;10.173442            ;1m 48s    ;          ;
node02    ;CPUIrq                        ;                ;CPU           ;0.553810             ;1m 48s    ;          ;
node02    ;CPUNice                       ;                ;CPU           ;0.000000             ;1m 48s    ;          ;
node02    ;CPUSoftIrq                    ;                ;CPU           ;0.047569             ;1m 48s    ;          ;
node02    ;CPUSteal                      ;                ;CPU           ;0.000000             ;1m 48s    ;          ;
node02    ;CPUSystem                     ;                ;CPU           ;22.340947            ;1m 48s    ;          ;
node02    ;CPUUsage                      ;                ;CPU           ;0.898266             ;1m 48s    ;          ;
node02    ;CPUUser                       ;                ;CPU           ;66.670764            ;1m 48s    ;          ;
node02    ;CPUWait                       ;                ;CPU           ;0.000347             ;1m 48s    ;          ;
node02    ;CRC_Error_Count               ;sda             ;Disk/Smart    ;0.000000             ;1m 48s    ;          ;
node02    ;CacheMemory                   ;                ;Memory        ;6984000000.000000    ;1m 48s    ;          ;
node02    ;Cores                         ;                ;OS            ;48.000000            ;1m 48s    ;          ;
node02    ;CtxtSwitches                  ;                ;OS            ;53898.951684         ;1m 48s    ;          ;
node02    ;Current_Pending_Sector        ;sda             ;Disk/Smart    ;0.000000             ;55w 6d    ;          ;
node02    ;Current_Power                 ;                ;environmental ;781.000000           ;48.3s     ;          ;
node02    ;DeviceStatus                  ;                ;Internal      ;0.000000             ;3.46s     ;          ;
node02    ;DropRecv                      ;docker0         ;Network       ;0.000000             ;150w 2d   ;          ;
node02    ;DropRecv                      ;eno1            ;Network       ;0.000000             ;1m 48s    ;          ;
node02    ;DropRecv                      ;eno2            ;Network       ;0.000000             ;1m 48s    ;          ;
node02    ;DropRecv                      ;enp65s0f0       ;Network       ;0.000000             ;1m 48s    ;          ;
node02    ;DropRecv                      ;enp65s0f1       ;Network       ;0.000000             ;1m 48s    ;          ;
node02    ;DropRecv                      ;ib0             ;Network       ;0.000000             ;1m 48s    ;          ;
node02    ;DropSent                      ;docker0         ;Network       ;0.000000             ;150w 2d   ;          ;
node02    ;DropSent                      ;eno1            ;Network       ;0.000000             ;1m 48s    ;          ;
node02    ;DropSent                      ;eno2            ;Network       ;0.000000             ;1m 48s    ;          ;
node02    ;DropSent                      ;enp65s0f0       ;Network       ;0.000000             ;1m 48s    ;          ;
node02    ;DropSent                      ;enp65s0f1       ;Network       ;0.000000             ;1m 48s    ;          ;
node02    ;DropSent                      ;ib0             ;Network       ;0.000000             ;1m 48s    ;          ;
node02    ;ErrorsRecv                    ;docker0         ;Network       ;0.000000             ;150w 2d   ;          ;
node02    ;ErrorsRecv                    ;eno1            ;Network       ;0.000000             ;1m 48s    ;          ;
node02    ;ErrorsRecv                    ;eno2            ;Network       ;0.000000             ;1m 48s    ;          ;
node02    ;ErrorsRecv                    ;enp65s0f0       ;Network       ;0.000000             ;1m 48s    ;          ;
node02    ;ErrorsRecv                    ;enp65s0f1       ;Network       ;0.000000             ;1m 48s    ;          ;
node02    ;ErrorsRecv                    ;ib0             ;Network       ;0.000000             ;1m 48s    ;          ;
node02    ;ErrorsSent                    ;docker0         ;Network       ;0.000000             ;150w 2d   ;          ;
node02    ;ErrorsSent                    ;eno1            ;Network       ;0.000000             ;1m 48s    ;          ;
node02    ;ErrorsSent                    ;eno2            ;Network       ;0.000000             ;1m 48s    ;          ;
node02    ;ErrorsSent                    ;enp65s0f0       ;Network       ;0.000000             ;1m 48s    ;          ;
node02    ;ErrorsSent                    ;enp65s0f1       ;Network       ;0.000000             ;1m 48s    ;          ;
node02    ;ErrorsSent                    ;ib0             ;Network       ;0.000000             ;1m 48s    ;          ;
node02    ;Forks                         ;                ;OS            ;5.349911             ;1m 48s    ;          ;
node02    ;FrameErrors                   ;docker0         ;Network       ;0.000000             ;150w 2d   ;          ;
node02    ;FrameErrors                   ;eno1            ;Network       ;0.000000             ;1m 48s    ;          ;
node02    ;FrameErrors                   ;eno2            ;Network       ;0.000000             ;1m 48s    ;          ;
node02    ;FrameErrors                   ;enp65s0f0       ;Network       ;0.000000             ;1m 48s    ;          ;
node02    ;FrameErrors                   ;enp65s0f1       ;Network       ;0.000000             ;1m 48s    ;          ;
node02    ;FrameErrors                   ;ib0             ;Network       ;0.000000             ;1m 48s    ;          ;
node02    ;FreeFiles                     ;/               ;Disk          ;175350090.000000     ;1m 48s    ;          ;
node02    ;FreeFiles                     ;/boot/efi       ;Disk          ;0.000000             ;1m 48s    ;          ;
node02    ;FreeFiles                     ;/local          ;Disk          ;156281021.000000     ;1m 48s    ;          ;
node02    ;FreeFiles                     ;/var            ;Disk          ;52426293.000000      ;1m 48s    ;          ;
node02    ;FreeSpace                     ;/               ;Disk          ;334678319104.000000  ;1m 48s    ;          ;
node02    ;FreeSpace                     ;/boot/efi       ;Disk          ;104634368.000000     ;1m 48s    ;          ;
node02    ;FreeSpace                     ;/local          ;Disk          ;1588350394368.000000 ;1m 48s    ;          ;
node02    ;FreeSpace                     ;/tmp            ;Disk          ;2088103936.000000    ;150w 2d   ;          ;
node02    ;FreeSpace                     ;/var            ;Disk          ;105080033280.000000  ;1m 48s    ;          ;
node02    ;GPU0_TEMP                     ;                ;environmental ;23.000000            ;48.5s     ;          ;
node02    ;GPU1_TEMP                     ;                ;environmental ;24.000000            ;48.5s     ;          ;
node02    ;GPU2_TEMP                     ;                ;environmental ;27.000000            ;48.5s     ;          ;
node02    ;GPU3_TEMP                     ;                ;environmental ;23.000000            ;48.5s     ;          ;
node02    ;HardwareCorruptedMemory       ;                ;Memory        ;0.000000             ;1m 48s    ;          ;
node02    ;Interrupts                    ;                ;OS            ;56628.972850         ;1m 48s    ;          ;
node02    ;IpForwDatagrams               ;                ;Network       ;0.000000             ;1m 48s    ;          ;
node02    ;IpFragCreates                 ;                ;Network       ;42.000000            ;1m 48s    ;          ;
node02    ;IpFragFails                   ;                ;Network       ;0.000000             ;1m 48s    ;          ;
node02    ;IpFragOKs                     ;                ;Network       ;14.000000            ;1m 48s    ;          ;
node02    ;IpInAddrErrors                ;                ;Network       ;0.000000             ;1m 48s    ;          ;
node02    ;IpInDelivers                  ;                ;Network       ;61868716.000000      ;1m 48s    ;          ;
node02    ;IpInDiscards                  ;                ;Network       ;0.000000             ;1m 48s    ;          ;
node02    ;IpInHdrErrors                 ;                ;Network       ;153.000000           ;1m 48s    ;          ;
node02    ;IpInReceives                  ;                ;Network       ;61868869.000000      ;1m 48s    ;          ;
node02    ;IpInUnknownProtos             ;                ;Network       ;0.000000             ;1m 48s    ;          ;
node02    ;IpOutDiscards                 ;                ;Network       ;0.000000             ;1m 48s    ;          ;
node02    ;IpOutNoRoutes                 ;                ;Network       ;141.000000           ;1m 48s    ;          ;
node02    ;IpOutRequests                 ;                ;Network       ;60333695.000000      ;1m 48s    ;          ;
node02    ;IpReasmOKs                    ;                ;Network       ;0.000000             ;1m 48s    ;          ;
node02    ;IpReasmReqds                  ;                ;Network       ;0.000000             ;1m 48s    ;          ;
node02    ;LoadFifteen                   ;                ;OS            ;44.050000            ;1m 48s    ;          ;
node02    ;LoadFive                      ;                ;OS            ;43.840000            ;1m 48s    ;          ;
node02    ;LoadOne                       ;                ;OS            ;43.170000            ;1m 48s    ;          ;
node02    ;M2_G0_AMB_TEMP                ;                ;environmental ;48.000000            ;48.5s     ;          ;
node02    ;M2_G1_AMB_TEMP                ;                ;environmental ;41.000000            ;48.5s     ;          ;
node02    ;MB_TEMP1                      ;                ;environmental ;30.000000            ;48.5s     ;          ;
node02    ;MB_TEMP2                      ;                ;environmental ;32.000000            ;48.5s     ;          ;
node02    ;MajorPageFaults               ;                ;Memory        ;0.000000             ;1m 48s    ;          ;
node02    ;ManagedServicesOk             ;                ;Internal      ;0.000000             ;1m 48s    ;          ;
node02    ;MemoryAvailable               ;                ;Memory        ;477324836000.000000  ;1m 48s    ;          ;
node02    ;MemoryFree                    ;                ;Memory        ;473835304000.000000  ;1m 48s    ;          ;
node02    ;MemoryTotal                   ;                ;Memory        ;528221180000.000000  ;1m 48s    ;          ;
node02    ;MemoryUsed                    ;                ;Memory        ;50896344000.000000   ;1m 48s    ;          ;
node02    ;MemoryUsed                    ;cmd             ;Process       ;231174144.000000     ;1m 48s    ;          ;
node02    ;MemoryUtilization             ;                ;Memory        ;0.096354             ;1m 48s    ;          ;
node02    ;NVMeG0_TEMP                   ;                ;environmental ;nan                  ;48.5s     ;          ;
node02    ;NVMeG1_TEMP                   ;                ;environmental ;33.000000            ;48.5s     ;          ;
node02    ;Overall_Health                ;/dev/nvme0@nvme ;Disk/Smart    ;0.000000             ;1m 48s    ;          ;
node02    ;Overall_Health                ;sda             ;Disk/Smart    ;0.000000             ;1m 48s    ;          ;
node02    ;P0_VDDCR_CPU                  ;                ;environmental ;0.870000             ;48.5s     ;          ;
node02    ;P0_VDDCR_SOC                  ;                ;environmental ;0.690000             ;48.5s     ;          ;
node02    ;P0_VDDIO_ABCD                 ;                ;environmental ;1.240000             ;150w 6d   ;          ;
node02    ;P0_VDDIO_EFGH                 ;                ;environmental ;1.250000             ;150w 6d   ;          ;
node02    ;P0_VDD_18                     ;                ;environmental ;1.840000             ;48.5s     ;          ;
node02    ;P1_VDDCR_CPU                  ;                ;environmental ;0.910000             ;48.5s     ;          ;
node02    ;P1_VDDCR_SOC                  ;                ;environmental ;0.670000             ;48.5s     ;          ;
node02    ;P1_VDDIO_ABCD                 ;                ;environmental ;1.230000             ;150w 6d   ;          ;
node02    ;P1_VDDIO_EFGH                 ;                ;environmental ;1.230000             ;150w 6d   ;          ;
node02    ;P1_VDD_18                     ;                ;environmental ;1.860000             ;48.5s     ;          ;
node02    ;PLX0_TEMP                     ;                ;environmental ;42.000000            ;48.5s     ;          ;
node02    ;PLX1_TEMP                     ;                ;environmental ;43.000000            ;48.5s     ;          ;
node02    ;PSU1_HOTSPOT                  ;                ;environmental ;30.000000            ;48.5s     ;          ;
node02    ;PSU2_HOTSPOT                  ;                ;environmental ;30.000000            ;48.5s     ;          ;
node02    ;P_1V0_AUX_LAN                 ;                ;environmental ;1.000000             ;48.5s     ;          ;
node02    ;P_3V3                         ;                ;environmental ;3.430000             ;48.5s     ;          ;
node02    ;P_VBAT                        ;                ;environmental ;2.780000             ;48.5s     ;          ;
node02    ;PacketsRecv                   ;docker0         ;Network       ;0.000000             ;150w 2d   ;          ;
node02    ;PacketsRecv                   ;eno1            ;Network       ;0.000000             ;1m 48s    ;          ;
node02    ;PacketsRecv                   ;eno2            ;Network       ;0.000000             ;1m 48s    ;          ;
node02    ;PacketsRecv                   ;enp65s0f0       ;Network       ;4.816667             ;1m 48s    ;          ;
node02    ;PacketsRecv                   ;enp65s0f1       ;Network       ;0.000000             ;1m 48s    ;          ;
node02    ;PacketsRecv                   ;ib0             ;Network       ;0.083333             ;1m 48s    ;          ;
node02    ;PacketsSent                   ;docker0         ;Network       ;0.000000             ;150w 2d   ;          ;
node02    ;PacketsSent                   ;eno1            ;Network       ;0.000000             ;1m 48s    ;          ;
node02    ;PacketsSent                   ;eno2            ;Network       ;0.000000             ;1m 48s    ;          ;
node02    ;PacketsSent                   ;enp65s0f0       ;Network       ;2.325000             ;1m 48s    ;          ;
node02    ;PacketsSent                   ;enp65s0f1       ;Network       ;0.000000             ;1m 48s    ;          ;
node02    ;PacketsSent                   ;ib0             ;Network       ;0.000000             ;1m 48s    ;          ;
node02    ;PageFaults                    ;                ;Memory        ;21672.052733         ;1m 48s    ;          ;
node02    ;PageIn                        ;                ;Memory        ;0.000000             ;1m 48s    ;          ;
node02    ;PageOut                       ;                ;Memory        ;2184.515129          ;1m 48s    ;          ;
node02    ;PageSwapIn                    ;                ;Memory        ;0.000000             ;1m 48s    ;          ;
node02    ;PageSwapOut                   ;                ;Memory        ;0.000000             ;1m 48s    ;          ;
node02    ;Pending_Sector_Count          ;sda             ;Disk/Smart    ;0.000000             ;1m 48s    ;          ;
node02    ;ProcessCount                  ;                ;OS            ;1072.000000          ;1m 48s    ;          ;
node02    ;RISER1_TEMP                   ;                ;environmental ;nan                  ;48.5s     ;          ;
node02    ;RISER2_TEMP                   ;                ;environmental ;nan                  ;48.5s     ;          ;
node02    ;RISER3_TEMP                   ;                ;environmental ;60.000000            ;48.5s     ;          ;
node02    ;RISER4_TEMP                   ;                ;environmental ;nan                  ;48.5s     ;          ;
node02    ;RISER5_TEMP                   ;                ;environmental ;nan                  ;48.5s     ;          ;
node02    ;RISER6_TEMP                   ;                ;environmental ;nan                  ;48.5s     ;          ;
node02    ;ReadOnly                      ;/               ;Disk          ;0.000000             ;1m 48s    ;          ;
node02    ;ReadOnly                      ;/boot/efi       ;Disk          ;0.000000             ;1m 48s    ;          ;
node02    ;ReadOnly                      ;/local          ;Disk          ;0.000000             ;1m 48s    ;          ;
node02    ;ReadOnly                      ;/var            ;Disk          ;0.000000             ;1m 48s    ;          ;
node02    ;Reallocated_Sector_Ct         ;sda             ;Disk/Smart    ;0.000000             ;1m 48s    ;          ;
node02    ;Reported_Uncorrect            ;sda             ;Disk/Smart    ;0.000000             ;55w 6d    ;          ;
node02    ;RunningProcesses              ;                ;OS            ;57.000000            ;1m 48s    ;          ;
node02    ;SYS_FAN1                      ;                ;environmental ;5400.000000          ;48.5s     ;          ;
node02    ;SYS_FAN10                     ;                ;environmental ;5400.000000          ;48.5s     ;          ;
node02    ;SYS_FAN11                     ;                ;environmental ;8850.000000          ;48.5s     ;          ;
node02    ;SYS_FAN12                     ;                ;environmental ;8400.000000          ;48.5s     ;          ;
node02    ;SYS_FAN13                     ;                ;environmental ;8850.000000          ;48.5s     ;          ;
node02    ;SYS_FAN14                     ;                ;environmental ;8400.000000          ;48.5s     ;          ;
node02    ;SYS_FAN2                      ;                ;environmental ;5400.000000          ;48.5s     ;          ;
node02    ;SYS_FAN3                      ;                ;environmental ;5400.000000          ;48.5s     ;          ;
node02    ;SYS_FAN4                      ;                ;environmental ;5400.000000          ;48.5s     ;          ;
node02    ;SYS_FAN5                      ;                ;environmental ;5400.000000          ;48.5s     ;          ;
node02    ;SYS_FAN6                      ;                ;environmental ;5400.000000          ;48.5s     ;          ;
node02    ;SYS_FAN7                      ;                ;environmental ;5400.000000          ;48.5s     ;          ;
node02    ;SYS_FAN8                      ;                ;environmental ;5400.000000          ;48.5s     ;          ;
node02    ;SYS_FAN9                      ;                ;environmental ;5400.000000          ;48.5s     ;          ;
node02    ;SYS_POWER                     ;                ;environmental ;775.000000           ;48.5s     ;          ;
node02    ;Smart_Health                  ;/dev/nvme0@nvme ;Disk/Smart    ;0.000000             ;1m 48s    ;          ;
node02    ;Smart_Health                  ;sda             ;Disk/Smart    ;0.000000             ;1m 48s    ;          ;
node02    ;SwapCached                    ;                ;Memory        ;0.000000             ;1m 48s    ;          ;
node02    ;SwapFree                      ;                ;Memory        ;12582908000.000000   ;1m 48s    ;          ;
node02    ;SwapTotal                     ;                ;Memory        ;12582908000.000000   ;1m 48s    ;          ;
node02    ;SwapUsed                      ;                ;Memory        ;0.000000             ;1m 48s    ;          ;
node02    ;SwapUtilization               ;                ;Memory        ;0.000000             ;1m 48s    ;          ;
node02    ;SystemTime                    ;cmd             ;Process       ;399.210000           ;1m 48s    ;          ;
node02    ;TcpCurrEstab                  ;                ;Network       ;3.000000             ;1m 48s    ;          ;
node02    ;TcpInErrs                     ;                ;Network       ;0.000000             ;1m 48s    ;          ;
node02    ;TcpRetransSegs                ;                ;Network       ;33.000000            ;1m 48s    ;          ;
node02    ;Temperature_Celsius           ;sda             ;Disk/Smart    ;17.000000            ;1m 48s    ;          ;
